"character" "dialogue"
 "leia" "governor tarkin, i should have expected to find you holding vader's leash.  i recognized your foul stench when i was brought on board."
 "tarkin" "charming to the last.  you don't know how hard i found it signing the order to terminate your life!"
 "leia" "to take the responsibility yourself!"
 "tarkin" "princess leia, before your execution i would like you to be my guest at a ceremony that will make this battle station operational.  no star system will dare oppose the emperor now."
 "leia" "the more you tighten your grip, tarkin, the more star systems will slip through your fingers."
 "tarkin" "not after we demonstrate the power of this station.  in a way, you have determined the choice of the planet that'll be destroyed first.  since you are reluctant to provide us with the location of the rebel base, i have chosen to test this station's destructive power... on your home planet of alderaan."
 "leia" "no!  alderaan is peaceful.  we have no weapons.  you can't possibly..."
 "tarkin" "you would prefer another target?  a military target?  then name the system!"
 "tarkin" "i grow tired of asking this.  so it'll be the last time.  where is the rebel base?"
 "leia" "dantooine."
 "leia" "they're on dantooine."
 "tarkin" "there.  you see lord vader, she can be reasonable. continue with the operation.  you may fire when ready."
 "leia" "what?"
 "tarkin" "you're far too trusting.  dantooine is too remote to make an effective demonstration.  but don't worry.  we will deal with your rebel friends soon enough. "
 "leia" "no!"
 "vader" "commence primary ignition."
 "luke" "are you all right?  what's wrong?"
 "ben" "i felt a great disturbance in the force... as if millions of voices suddenly cried out in terror and were suddenly silenced.  i fear something terrible has happened."
 "ben" "you'd better get on with your exercises."
 "han" "well, you can forget your troubles with those imperial slugs.  i told you i'd outrun 'em."
 "han" "don't everyone thank me at once."
 "han" "anyway, we should be at alderaan about oh-two-hundred hours."
 "threepio" "now be careful, artoo."
 "threepio" "he made a fair move.  screaming about it won't help you."
 "han" "let him have it. it's not wise to upset a wookiee."
 "threepio" "but sir, nobody worries about upsetting a droid."
 "han" "that's 'cause droids don't pull people's arms out of their socket when they lose.  wookiees are known to do that."
 "threepio" "i see your point, sir.  i suggest a new strategy, artoo.  let the wookiee win."
 "ben" "remember, a jedi can feel the force flowing through him."
 "luke" "you mean it controls your actions?"
 "ben" "partially. but it also obeys your commands."
 "han" "hokey religions and ancient weapons are no match for a good blaster at your side, kid."
 "luke" "you don't believe in the force, do you?"
 "han" "kid, i've flown from one side of this galaxy to the other.  i've seen a lot of strange stuff, but i've never seen anything to make me believe there's one all-powerful force controlling everything.  there's no mystical energy field that controls my destiny."
 "han" "it's all a lot of simple tricks and nonsense."
 "ben" "i suggest you try it again, luke."
 "ben" "this time, let go your conscious self and act on instinct."
 "luke" "with the blast shield down, i can't even see.  how am i supposed to fight?"
 "ben" "your eyes can deceive you.  don't trust them."
 "ben" "stretch out with your feelings."
 "ben" "you see, you can do it."
 "han" "i call it luck. "
 "ben" "in my experience, there's no such thing as luck."
 "han" "look, going good against remotes is one thing.  going good against the living?  that's something else."
 "han" "looks like we're coming up on alderaan."
 "luke" "you know, i did feel something.  i could almost see the remote."
 "ben" "that's good.  you have taken your first step into a larger world."
 "tarkin" "yes."
 "officer cass" "our scout ships have reached dantooine.  they found the remains of a rebel base, but they estimate that it has been deserted for some time.  they are now conducting an extensive search of the surrounding systems."
 "tarkin" "she lied!  she lied to us!"
 "vader" "i told you she would never consciously betray the rebellion."
 "tarkin" "terminate her... immediately!"
 "han" "stand by, chewie, here we go.  cut in the sublight engines."
 "han" "what the...?  aw, we've come out of hyperspace into a meteor shower.  some kind of asteroid collision.  it's not on any of the charts."
 "luke" "what's going on?"
 "han" "our position is correct, except... no, alderaan!"
 "luke" "what do you mean?  where is it?"
 "han" "thats what i'm trying to tell you, kid.  it ain't there.  it's been totally blown away."
 "luke" "what?  how?"
 "ben" "destroyed... by the empire!"
 "han" "the entire starfleet couldn't destroy the whole planet.  it'd take a thousand ships with more fire power than i've..."
 "han" "there's another ship coming in."
 "luke" "maybe they know what happened."
 "ben" "it's an imperial fighter."
 "luke" "it followed us!"
 "ben" "no.  it's a short range fighter."
 "han" "there aren't any bases around here.  where did it come from?"
 "luke" "it sure is leaving in a big hurry.  if they identify us, we're in big trouble."
 "han" "not if i can help it.  chewie... jam it's transmissions."
 "ben" "it'd be as well to let it go.  it's too far out of range."
 "han" "not for long..."
 "ben" "a fighter that size couldn't get this deep into space on its own."
 "luke" "then he must have gotten lost, been part of a convoy or something..."
 "han" "well, he ain't going to be around long enough to tell anyone about us."
 "luke" "look at him.  he's heading for that small moon."
 "han" "i think i can get him before he gets there... he's almost in range."
 "ben" "that's no moon!  it's a space station."
 "han" "it's too big to be a space station."
 "luke" "i have a very bad feeling about this."
 "ben" "turn the ship around!"
 "han" "yeah, i think your right.  full reverse!  chewie, lock in the auxiliary power."
 "luke" "why are we still moving towards it?"
 "han" "we're caught in a tractor beam!  it's pulling us in!"
 "luke" "but there's gotta be something you can do!"
 "han" "there's nothin' i can do about it, kid.  i'm in full power.  i'm going to have to shut down.  but they're not going to get me without a fight!"
 "ben" "you can't win.  but there are alternatives to fighting."
 "voice over death star intercom" "clear bay twenty-three-seven.  we are opening the magnetic field."
 "officer" "to your stations!"
 "officer" "come with me."
 "officer" "close all outboard shields!  close all outboard shields!"
 "tarkin" "yes."
 "voice" "we've captured a freighter entering the remains of the alderaan system.  it's markings match those of a ship that blasted its way out of mos eisley."
 "vader" "they must be trying to return the stolen plans to the princess.  she may yet be of some use to us."
 "voice" "unlock one-five-seven and nine. release charges."
 "officer" "there's no one on board, sir.  according to the log, the crew abandoned ship right after takeoff.  it must be a decoy, sir.  several of the escape pods have been jettisoned."
 "vader" "did you find any droids?"
 "officer" "no, sir.  if there were any on board, they must also have jettisoned."
 "vader" "send a scanning crew on board.  i want every part of this ship checked."
 "officer" "yes, sir."
 "vader" "i sense something... a presence i haven't felt since..."
 "officer" "get me a scanning crew in here on the double.  i want every part of this ship checked!"
 "luke" "boy, it's lucky you had these compartments."
 "han" "i use them for smuggling.  i never thought i'd be smuggling myself in them.  this is ridiculous.  even if i could take off, i'd never get past the tractor beam."
 "ben" "leave that to me!"
 "han" "damn fool. i knew that you were going to say that!"
 "ben" "who's the more foolish... the fool or the fool who follows him?"
 "trooper" "the ship's all yours.  if the scanners pick up anything, report it immediately.  all right, let's go."
 "han" "hey down there, could you give us a hand with this?"
 "gantry officer" "tx-four-one-two.  why aren't you at your post?  tx-four-one-two, do you copy? "
 "gantry officer" "take over.  we've got a bad transmitter.  i'll see what i can do."
 "luke" "you know, between his howling and your blasting everything in sight, it's a wonder the whole station doesn't know we're here."
 "han" "bring them on!  i prefer a straight fight to all this sneaking around."
 "threepio" "we found the computer outlet, sir."
 "ben" "plug in.  he should be able to interpret the entire imperial computer network."
 "threepio" "he says he's found the main control to the power beam that's holding the ship here.  he'll try to make the precise location appear on the monitor."
 "threepio" "the tractor beam is coupled to the main reactor in seven locations.  a power loss at one of the terminals will allow the ship to leave."
 "ben" "i don't think you boys can help.  i must go alone."
 "han" "whatever you say.  i've done more than i bargained for on this trip already."
 "luke" "i want to go with you."
 "ben" "be patient, luke.  stay and watch over the droids."
 "luke" "but he can..."
 "ben" "they must be delivered safely or other star systems will suffer the same fate as alderaan.  your destiny lies along a different path from mine.  the force will be with you... always!"
 "han" "boy you said it, chewie."
 "han" "where did you dig up that old fossil?"
 "luke" "ben is a great man."
 "han" "yeah, great at getting us into trouble."
 "luke" "i didn't hear you give any ideas..."
 "han" "well, anything would be better than just hanging around waiting for them to pick us up..."
 "luke" "who do you think..."
 "luke" "what is it?"
 "threepio" "i'm afraid i'm not quite sure, sir. he says \"i found her,\" and keepsrepeating, \"she's here.\""
 "luke" "well, who... who has he found?"
 "threepio" "princess leia."
 "luke" "the princess?  she's here?"
 "han" "princess?"
 "luke" "where... where is she?"
 "han" "princess?  what's going on?"
 "threepio" "level five. detention block aa-twenty-three.  i'm afraid she's scheduled to be terminated."
 "luke" "oh, no!  we've got to do something."
 "han" "what are you talking about?"
 "luke" "the droid belongs to her.  she's the one in the message.  we've got to help her."
 "han" "now, look, don't get any funny ideas.  the old man wants us to wait right here."
 "luke" "but he didn't know she was here.  look, will you just find a way back into the detention block?"
 "han" "i'm not going anywhere."
 "luke" "they're going to execute her.  look, a few minutes ago you said you didn't want to just wait here to be captured.  now all you want to do is stay. "
 "han" "marching into the detention area is not what i had in mind."
 "luke" "but they're going to kill her!"
 "han" "better her than me..."
 "luke" "she's rich."
 "han" "rich?"
 "luke" "yes.  rich, powerful!  listen, if you were to rescue her, the reward would be..."
 "han" "what?"
 "luke" "well more wealth that you can imagine."
 "han" "i don't know, i can imagine quite a bit!"
 "luke" "you'll get it!"
 "han" "i better!"
 "luke" "you will..."
 "han" "all right, kid.  but you'd better be right about this!"
 "luke" "all right."
 "han" "what's your plan?"
 "luke" "uh... threepio, hand me those binders there will you?"
 "luke" "okay.  now, i'm going to put these on you."
 "luke" "okay.  han, you put these on."
 "han" "don't worry, chewie.  i think i know what he has in mind."
 "threepio" "master luke, sir!  pardon me for asking... but, ah... what should artoo and i do if we're discovered here?"
 "luke" "lock the door!"
 "han" "and hope they don't have blasters."
 "threepio" "that isn't very reassuring."
 "luke" "i can't see a thing in this helmet."
 "han" "this is not going to work."
 "luke" "why didn't you say so before?"
 "han" "i did say so before!"
 "officer" "where are you taking this... thing?"
 "luke" "prisoner transfer from block one-one-three-eight."
 "officer" "i wasn't notified.  i'll have to clear it."
 "han" "look out!  he's loose!"
 "luke" "he's going to pull us all apart."
 "han" "go get him!"
 "han" "we've got to find out which cell this princess of yours is in.  here it is... cell twenty-one-eight-seven.  you go get her.  i'll hold them here."
 "han" "everything is under control.  situation normal."
 "intercom voice" "what happened?"
 "han" "uh... had a slight weapons malfunction.  but, uh, everything's perfectly all right now.  we're fine.  we're all fine here, now, thank you.  how are you?"
 "intercom voice" "we're sending a squad up."
 "han" "uh, uh, negative, negative.  we had a reactor leak here now.  give us a few minutes to lock it down.  large leak... very dangerous."
 "intercom voice" "who is this?  what's your operating number?"
 "han" "boring conversation anyway.luke!  we're going to have company!"
 "leia" "aren't you a little short for a stormtrooper?"
 "luke" "what?  oh... the uniform.  i'm luke skywalker.  i'm here to rescue you. "
 "leia" "you're who?"
 "luke" "i'm here to rescue you.  i've got your r2 unit.  i'm here with ben kenobi."
 "leia" "ben kenobi is here!  where is he?"
 "luke" "come on!"
 "vader" "he is here..."
 "tarkin" "obi-wan kenobi!  what makes you think so?"
 "vader" "a tremor in the force.  the last time i felt it was in the presence of my old master."
 "tarkin" "surely he must be dead by now."
 "vader" "don't underestimate the force."
 "tarkin" "the jedi are extinct, their fire has gone out of the universe.  you, my friend, are all that's left of their religion."
 "tarkin" "yes."
 "intercom voice" "governor tarkin, we have an emergency alert in detention block aa-twenty-three."
 "tarkin" "the princess!  put all sections on alert!"
 "vader" "obi-wan is here.  the force is with him."
 "tarkin" "if you're right, he must not be allowed to escape."
 "vader" "escape may not his plan.  i must face him alone."
 "han" "chewie!"
 "han" "get behind me!  get behind me!"
 "han" "can't get out that way."
 "leia" "looks like you managed to cut off our only escape route."
 "han" "maybe you'd like it back in your cell, your highness."
 "luke" "see-threepio!  see-threepio!"
 "threepio" "yes sir?"
 "luke" "we've been cut off!  are there any other ways out of the cell bay?...what was that?  i didn't copy!"
 "threepio" "i said, all systems have been alerted to your presence, sir.  the main entrance seems to be the only way out; all other information on your level is restricted."
 "trooper voice" "open up in there!"
 "threepio" "oh, no!"
 "luke" "there isn't any other way out."
 "han" "i can't hold them off forever!  now what?"
 "leia" "this is some rescue.  when you came in here, didn't you have a plan for getting out?"
 "han" "he's the brains, sweetheart."
 "luke" "well, i didn't..."
 "han" "what the hell are you doing?"
 "leia" "somebody has to save our skins.  into the garbage chute, wise guy."
 "han" "get in there you big furry oaf!  i don't care what you smell!  get in there and don't worry about it."
 "han" "wonderful girl!  either i'm going to kill her or i'm beginning to like her.  get in there!"
 "han" "oh!  the garbage chute was a really wonderful idea.  what an incredible smell you've discovered!  let's get out of here!  get away from there..."
 "luke" "no!  wait!"
 "luke" "will you forget it?  i already tried it.  it's magnetically sealed!"
 "leia" "put that thing away!  you're going to get us all killed."
 "han" "absolutely, your worship.  look, i had everything under control until you led us down here.  you know, it's not going to take them long to figure out what happened to us."
 "leia" "it could be worse..."
 "han" "it's worse."
 "luke" "there's something alive in here!"
 "han" "that's your imagination."
 "luke" "something just moves past my leg!  look!  did you see that?"
 "han" "what?"
 "luke" "help!"
 "han" "luke!  luke!  luke!"
 "leia" "luke!"
 "leia" "luke, luke, grab a hold of this."
 "luke" "blast it, will you!  my gun's jammed."
 "han" "where?"
 "luke" "anywhere!  oh!!"
 "han" "luke!  luke!"
 "leia" "grab him!"
 "leia" "what happened?"
 "luke" "i don't know, it just let go of me and disappeared..."
 "han" "i've got a very bad feeling about this."
 "luke" "the walls are moving!"
 "leia" "don't just stand there.  try and brace it with something."
 "luke" "wait a minute!"
 "luke" "threepio!  come in threepio!  threepio!  where could he be?"
 "first trooper" "take over!see to him!  look there!"
 "threepio" "they're madmen!  they're heading for the prison level.  if you hurry, you might catch them."
 "first officer" "follow me!  you stand guard."
 "threepio" "come on!"
 "threepio" "oh!  all this excitement has overrun the circuits of my counterpart here.  if you don't mind, i'd like to take him down to maintenance."
 "trooper" "all right."
 "luke" "threepio!  come in, threepio!  threepio!"
 "han" "get to the top!"
 "leia" "i can't "
 "luke" "where could he be?  threepio!  threepio, will you come in?"
 "threepio" "they aren't here!  something must have happened to them.  see if they've been captured."
 "threepio" "hurry!"
 "han" "one thing's for sure.  we're all going to be a lot thinner!get on top of it!"
 "leia" "i'm trying!"
 "threepio" "thank goodness, they haven't found them!  where could they be?"
 "threepio" "use the comlink?  oh, my!  i forgot i turned it off!"
 "threepio" "are you there, sir?"
 "luke" "threepio!"
 "threepio" "we've had some problems..."
 "luke" "shut down all the garbage mashers on the detention level, will you?  do you copy?"
 "luke" "shut down all the garbage mashers on the detention level."
 "luke" "shut down all the garbage mashers on the detention level."
 "threepio" "no.  shut them all down!  hurry!"
 "threepio" "listen to them!  they're dying, artoo!  curse my metal body!  i wasn't fast enough.  it's all my fault!  my poor master!"
 "luke" "threepio, we're all right!"
 "luke" "we're all right.  you did great."
 "luke" "hey... hey, open the pressure maintenance hatch on unit number... where are we?"
 "han" "three-two-six-eight-two-seven."
 "han" "if we can just avoid any more female advice, we ought to be able to get out of here."
 "luke" "well, let's get moving!"
 "han" "where are you going?"
 "leia" "no, wait.  they'll hear!"
 "han" "come here, you big coward!"
 "han" "chewie!  come here!"
 "leia" "listen. i don't know who you are, or where you came from, but from now on, you do as i tell you.  okay?"
 "han" "look, your worshipfulness, let's get one thing straight!  i takeorders from one person!  me!"
 "leia" "it's a wonder you're still alive.will somebody get this big walking carpet out of my way?"
 "han" "no reward is worth this."
 "officer" "secure this area until the alert is canceled."
 "first trooper" "give me regular reports."
 "first trooper" "do you know what's going on?"
 "second trooper" "maybe it's another drill."
 "second trooper" "what was that?"
 "first trooper" "oh, it's nothing.  don't worry about it."
 "han" "there she is."
 "luke" "see-threepio, do you copy?"
 "threepio" "for the moment.  uh, we're in the main hangar across from the ship."
 "luke" "we're right above you.  stand by."
 "leia" "you came in that thing?  you're braver that i thought."
 "han" "nice!  come on!"
 "first trooper" "it's them!  blast them!"
 "han" "get back to the ship!"
 "luke" "where are you going?  come back!"
 "leia" "he certainly has courage."
 "luke" "what good will it do us if he gets himself killed?  come on!"
 "luke" "i think we took a wrong turn."
 "leia" "there's no lock!"
 "luke" "that oughta hold it for a while."
 "leia" "quick, we've got to get across.  find the control that extends the bridge."
 "luke" "oh, i think i just blasted it."
 "leia" "they're coming through!"
 "luke" "here, hold this."
 "leia" "here they come!"
 "leia" "for luck!"
 "threepio" "where could they be?"
 "trooper" "close the blast doors!"
 "trooper" "open the blast doors!  open the blast doors!"
 "vader" "i've been waiting for you, obi-wan.  we meet again, at last.  the circle is now complete."
 "vader" "when i left you, i was but the learner; now i am the master."
 "ben" "only a master of evil, darth."
 "vader" "your powers are weak, old man."
 "ben" "you can't win, darth.  if you strike me down, i shall become more powerful than you can possibly imagine."
 "han" "didn't we just leave this party?"
 "han" "what kept you?"
 "leia" "we ran into some old friends."
 "luke" "is the ship all right?"
 "han" "seems okay, if we can get to it.just hope the old man got the tractor beam out of commission."
 "luke" "look!"
 "threepio" "come on, artoo, we're going!"
 "han" "now's our chance!  go!"
 "luke" "no!"
 "han" "come on!"
 "leia" "come on!  luke, its too late!"
 "han" "blast the door!  kid!"
 "ben" "run, luke!  run!"
 "han" "i hope the old man got that tractor beam out if commission, or this is going to be a real short trip.  okay, hit it!"
 "han" "we're coming up on the sentry ships.  hold 'em off!  angle the deflector shields while i charge up the main guns!"
 "luke" "i can't believe he's gone."
 "leia" "there wasn't anything you could have done."
 "han" "come on, buddy, we're not out of this yet!"
 "han" "you in, kid?  okay, stay sharp!"
 "leia" "here they come!"
 "luke" "they're coming in too fast!"
 "threepio" "oooh!"
 "leia" "we've lost lateral controls."
 "han" "don't worry, she'll hold together."
 "han" "you hear me, baby?  hold together!"
 "luke" "got him!  i got him!"
 "han" "great kid!  don't get cocky."
 "leia" "there are still two more of them out there!"
 "luke" "that's it!  we did it!"
 "leia" "we did it!"
 "threepio" "help!  i think i'm melting!this is all your fault."
 "tarkin" "are they away?"
 "vader" "they have just made the jump into hyperspace."
 "tarkin" "you're sure the homing beacon is secure aboard their ship?  i'm taking an awful risk, vader.  this had better work."
 "han" "not a bad bit of rescuing, huh?  you know, sometimes i even amaze myself."
 "leia" "that doesn't sound too hard.  besides, they let us go.  it's the only explanation for the ease of our escape."
 "han" "easy... you call that easy?"
 "leia" "their tracking us!"
 "han" "not this ship, sister."
 "leia" "at least the information in artoo is still intact."
 "han" "what's so important?  what's he carrying?"
 "leia" "the technical readouts of that battle station.  i only hope that when the data is analyzed, a weakness can be found.  it's not over yet!"
 "han" "it is for me, sister!  look, i ain't in this for your revolution, and i'm not in it for you, princess.  i expect to be well paid.  i'm in it for the money!"
 "leia" "you needn't worry about your reward.  if money is all that you love, then that's what you'll receive!"
 "leia" "your friend is quite a mercenary.  i wonder if he really cares about anything... or anyone."
 "luke" "i care!"
 "luke" "so... what do you think of her, han?"
 "han" "i'm trying not to, kid!"
 "luke" "good..."
 "han" "still, she's got a lot of spirit.  i don't know, what do you think?  do you think a princess and a guy like me..."
 "luke" "no!"
 "willard" "you're safe!  we had feared the worst."
 "willard" "when we heard about alderaan, we were afraid that you were... lost along with your father."
 "leia" "we don't have time for our sorrows, commander.  the battle station has surely tracked us here.it's the only explanation for the ease of our escape.  you must use the information in this r2 unit to plan the attack.  it is our only hope."
 "tarkin" "yes."
 "death star intercom voice" "we are approaching the planet yavin.  the rebel base is on a moon on the far side.  we are preparing to orbit the planet."
 "dodonna" "the battle station is heavily shielded and carries a firepower greater than half the star fleet.its defenses are designed around a direct large-scale assault.  a small one-man fighter should be able to penetrate the outer defense."
 "gold leader" "pardon me for asking, sir, but what good are snub fighters going to be against that?"
 "dodonna" "well, the empire doesn't consider a small one-man fighter to be any threat, or they'd have a tighter defense.  an analysis of the plans provided by princess leia has demonstrated a weakness in the battle station."
 "dodonna" "the approach will not be easy.  you are required to maneuver straight down this trench and skim the surface to this point.  the target area is only two meters wide.  it's a small thermal exhaust port, right below the main port.  the shaft leads directly to the reactor system.  a precise hit will start a chain reaction which should destroy the station."
 "dodonna" "only a precise hit will set up a chain reaction.  the shaft is ray-shielded, so you'll have to use proton torpedoes."
 "wedge" "that's impossible, even for a computer."
 "luke" "it's not impossible.  i used to bullseye womp rats in my t-sixteen back home.  they're not much bigger than two meters."
 "dodonna" "man your ships!  and may the force be with you!"
 "death star intercom voice" "orbiting the planet at maximum velocity.  the moon with the rebel base will be in range in thirty minutes."
 "vader" "this will be a day long remembered.  it has seen the end of kenobi and it will soon see the end of the rebellion."
 "man" "all flight troops, man your stations.  all flight troops, man your stations."
 "luke" "so... you got your reward and you're just leaving then?"
 "han" "that's right, yeah!  i got some old debts i've got to pay off with this stuff.  even if i didn't, you don't think i'd be fool enough to stick around here, do you?  why don't you come with us?  you're pretty good in a fight.  i could use you."
 "luke" "come on!  why don't you take a look around?  you know what's about to happen, what they're up against.  they could use a good pilot like you.  you're turning your back on them."
 "han" "what good's a reward if you ain't around to use it?  besides, attacking that battle station ain'tmy idea of courage.  it's more like suicide."
 "luke" "all right.  well, take care of yourself, han... guess that's what you're best at, isn't it?"
 "han" "hey, luke... may the force be with you!"
 "han" "what're you lookin' at?  i know what i'm doing."
 "leia" "what's wrong?"
 "luke" "oh, it's han!  i don't know, i really thought he'd change his mind. "
 "leia" "he's got to follow his own path.  no one can choose it for him."
 "luke" "i only wish ben were here."
 "biggs" "luke!  i don't believe it!  how'd you get here... are you going out with us?!"
 "luke" "biggs!  of course, i'll be up there with you!  listen, have i got some stories to tell..."
 "red leader" "are you... luke skywalker?  have you been checked out on the incom t-sixty-five?"
 "biggs" "sir, luke is the best bushpilot in the outer rim territories."
 "red leader" "i met your father once when i was just a boy.  he was a great pilot.  you'll do all right.  if you've got half of your father's skill, you'll do better than all right."
 "luke" "thank you, sir.  i'll try."
 "biggs" "i've got to get aboard.  listen, you'll tell me your stories when we come back.  all right?"
 "luke" "i told you i'd make it someday, biggs."
 "biggs" "you did, all right.  it's going to be like old times luke. we're a couple of shooting stars that'll never be stopped!"
 "chief" "this r2 unit of your seems a bit beat up.  do you want a new one?"
 "luke" "not on your life!  that little droid and i have been through a lot together.you okay, artoo?"
 "chief" "okay, easy she goes!"
 "threepio" "hang on tight, artoo, you've got to come back."
 "threepio" "you wouldn't want my life to get boring, would you?"
 "ben" "luke, the force will be with you."
 "massassi intercom voice" "stand-by alert.  death star approaching.  estimated time to firing range, fifteen minutes."
 "red leader" "all wings report in."
 "red ten" "red ten standing by."
 "red seven" "red seven standing by."
 "biggs" "red three standing by."
 "porkins" "red six standing by."
 "red nine" "red nine standing by."
 "wedge" "red two standing by."
 "red eleven" "red eleven standing by."
 "luke" "red five standing by."
 "red leader" "lock s-foils in attack position."
 "red leader" "we're passing through their magnetic field."
 "red leader" "hold tight!"
 "red leader" "switch your deflectors on."
 "red leader" "double front!"
 "wedge" "look at the size of that thing!"
 "red leader" "cut the chatter, red two."
 "red leader" "accelerate to attack speed.  this is it, boys!"
 "gold leader" "red leader, this is gold leader."
 "red leader" "i copy, gold leader."
 "gold leader" "we're starting for the target shaft now."
 "red leader" "we're in position.  i'm going to cut across the axis and try and draw their fire."
 "wedge" "heavy fire, boss!  twenty-threedegrees."
 "red leader" "i see it.  stay low. "
 "luke" "this is red five!  i'm going in!"
 "biggs" "luke, pull up!"
 "biggs" "are you all right?"
 "luke" "i got a little cooked, but i'm okay."
 "astro-officer" "we count thirty rebel ships, lord vader.  but they're so small they're evading our turbo-lasers!"
 "vader" "we'll have to destroy them ship to ship.  get the crews to their fighters."
 "red leader" "luke, let me know when you're going in."
 "luke" "i'm on my way in now..."
 "red leader" "watch yourself!  there's a lot of fire coming from the right side of that deflection tower."
 "luke" "i'm on it."
 "control officer" "squad leaders, we've picked up a new group of signals.  enemy fighters coming your way."
 "luke" "my scope's negative.  i don't see anything."
 "red leader" "keep up your visual scanning.  with all this jamming, they'll be on top of you before your scope can pick them up."
 "red leader" "biggs!  you've picked one up... watch it!"
 "biggs" "i can't see it!  where is he?!"
 "biggs" "he's on me tight, i can't shake him... i can't shake him."
 "luke" "hang on, biggs, i'm coming in."
 "luke" "got him!"
 "vader" "several fighters have broken off from the main group.  come with me!"
 "biggs" "pull in!  luke... pull in!"
 "wedge" "watch your back, luke!"
 "wedge" "watch your back!  fighter's above you, coming in!"
 "luke" "i'm hit, but not bad."
 "luke" "artoo, see what you can do with it.  hang on back there."
 "red leader" "red six..."
 "red leader" "can you see red five?"
 "red ten" "there's a heavy fire zone on this side. red five, where are you?"
 "luke" "i can't shake him!"
 "wedge" "i'm on him, luke!"
 "wedge" "hold on!"
 "luke" "blast it!  wedge where are you?"
 "luke" "thanks, wedge."
 "biggs" "good shooting, wedge!"
 "gold leader" "red leader..."
 "gold leader" "... this is gold leader.  we're starting out attack run."
 "red leader" "i copy, gold leader.  move into position."
 "vader" "stay in attack formation!"
 "gold leader" "the exhaust post is..."
 "gold leader" "... marked and locked in!"
 "gold leader" "switch power to front deflection screens."
 "gold leader" "how many guns do you think, gold five?"
 "gold five" "i'd say about twenty guns.  some on the surface, some on the towers."
 "massassi intercom voice" "death star will be in range in five minutes. "
 "gold leader" "switch to targeting computer."
 "gold two" "computer's locked.  getting a signal."
 "gold two" "the guns... they've stopped!"
 "gold five" "stabilize your rear deflectors.  watch for enemy fighters."
 "gold leader" "they've coming in!  three marks at two ten."
 "vader" "i'll take them myself!  cover me!"
 "wingman" "yes, sir."
 "gold leader" "i can't maneuver!"
 "gold five" "stay on target."
 "gold leader" "we're too close."
 "gold five" "stay on target!"
 "gold leader" "loosen up!"
 "gold five" "gold five to red leader..."
 "gold five" "lost tiree, lost dutch."
 "red leader" "i copy, gold five."
 "gold five" "they came from behind...."
 "officer" "we've analyzed their attack, sir, and there is a danger.  should i have your ship standing by?"
 "tarkin" "evacuate?  in out moment of triumph?  i think you overestimate their chances!"
 "voice" "rebel base, three minutes and closing."
 "red leader" "red group, this is red leader."
 "red leader" "rendezvous at mark six point one."
 "wedge" "this is red two.  flying towards you."
 "biggs" "red three, standing by."
 "dodonna" "red leader, this is base one.  keep half your group out of range for the next run."
 "red leader" "copy, base one.  luke, take red two and three.  hold up here and wait for my signal... to start your run."
 "red leader" "this is it!"
 "red ten" "we should be able to see it by now."
 "red leader" "keep your eyes open for those fighters!"
 "red ten" "there's too much interference!"
 "red ten" "red five, can you see them from where you are?"
 "luke" "no sign of any... wait!"
 "luke" "coming in point three five."
 "red ten" "i see them."
 "red leader" "i'm in range."
 "red leader" "target's coming up!"
 "red leader" "just hold them off for a few seconds."
 "vader" "close up formation."
 "red leader" "almost there!"
 "red ten" "you'd better let her loose."
 "red leader" "almost there!"
 "red ten" "i can't hold them!"
 "red leader" "it's away!"
 "red nine" "it's a hit!"
 "red leader" "negative."
 "red leader" "negative!  it didn't go in, it just impacted on the surface."
 "luke" "red leader, we're right above you.  turn to point..."
 "luke" "... oh-five; we'll cover for you."
 "red leader" "stay there..."
 "red leader" "... i just lost my starboard engine."
 "red leader" "get set up for your attack run."
 "death star intercom voice" "rebel base, one minute and closing."
 "luke" "biggs, wedge, let's close it up.  we're going in.  we're going in full throttle."
 "wedge" "right with you, boss."
 "biggs" "luke, at that speed will you be able to pull out in time?"
 "luke" "it'll be just like beggar's canyon back home."
 "biggs" "we'll stay back far enough to cover you."
 "wedge" "my scope shows the tower, but i can't see the exhaust port!  are you sure the computer can hit it?"
 "luke" "watch yourself!  increase speed full throttle!"
 "wedge" "what about that tower?"
 "luke" "you worry about those fighters!  i'll worry about the tower!"
 "luke" "artoo... that, that stabilizer's broken loose again!  see if you can't lock it down!"
 "wedge" "i'm hit!  i can't stay with you."
 "luke" "get clear, wedge."
 "luke" "you can't do any more good back there!"
 "wedge" "sorry!"
 "vader" "let him go!  stay on the leader!"
 "biggs" "hurry, luke, they're coming in much faster this time. i can't hold them!"
 "luke" "artoo, try and increase the power!"
 "biggs" "hurry up, luke!"
 "biggs" "wait!"
 "death star intercom voice" "rebel base, thirty seconds and closing."
 "vader" "i'm on the leader."
 "threepio" "hang on, artoo!"
 "ben" "use the force, luke."
 "ben" "let go, luke."
 "vader" "the force is strong with this one!"
 "ben" "luke, trust me."
 "base voice" "his computer's off.  luke, you switched off your targeting computer.  what's wrong?"
 "luke" "nothing.  i'm all right."
 "luke" "i've lost artoo!"
 "massassi intercom voice" "the death star has cleared the planet.  the death star has cleared the planet."
 "death star intercom voice" "rebel base, in range."
 "tarkin" "you may fire when ready."
 "death star intercom voice" "commence primary ignition."
 "vader" "i have you now."
 "vader" "what?"
 "han" "yahoo!"
 "wingman" "look out!"
 "han" "you're all clear, kid."
